prob,N,vPOC,vSUR,vSTO,instance,statusPOC,statusSTO,timePOC,noIterPOC,timeSUR,objPOC,objSUR,objSTO,nswPOC,nswSUR,nswSTO,timeSTO,noIterSTO,wi
calcium,100,2,0,1,176,success,success,2050.7972,513,,4224.1194,,4225.3896,3.3475985,,18.0,1194.6086,279,"['0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.1439480063428773', ' 0.0713221475267621', ' 0.0000000074592134', ' 1.0000000000000000', ' 1.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.1029552096353410', ' 0.0242784494925107', ' 0.2572584480684470', ' 0.4418828856570472', ' 0.7850126213726483', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000']"
calcium,100,2,0,1,177,TimeLimit,TimeLimitPOC,,,,,,,,,,,,
calcium,100,2,0,1,178,success,success,2330.4623,602,,4223.6723,,4224.6563,4.8437166,,24.0,739.6659999999997,204,"['0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000002065196058', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0924024806056451', ' 0.0395502596561940', ' 0.2170485908699330', ' 0.6688245118446927', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.8389285723025420', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000']"
calcium,100,2,0,1,179,success,success,1112.4308,281,,4224.0277,,4225.2959,5.9133054,,18.0,548.0980999999999,135,"['0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000453622090', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0888413026622229', ' 0.0146571689166733', ' 0.1452952247465482', ' 0.3555402950895771', ' 0.7736986733889919', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000']"
calcium,100,2,0,1,180,success,success,1027.8525,318,,1596.6619,,1597.3603,1.6957657,,10.0,412.3505,100,"['0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000421153980', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0888413048697957', ' 0.0146571685593516', ' 0.1452952242491381', ' 0.3555402944079115', ' 0.7736986733101190', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000']"
calcium,100,2,0,1,181,success,success,3279.5784,811,,4224.3057,,4225.2374,4.6272697,,22.0,343.58410000000003,86,"['0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0085412901816934', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0721912699492699', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.3033482933589690', ' 1.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.1038263767150242', ' 0.0755892074169705', ' 0.1650857326128854', ' 0.3433650579622580', ' 0.5528583658655287', ' 0.7606714379802619', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000']"
calcium,100,2,0,1,182,success,success,2763.6842,756,,4221.7539,,4222.5942,4.0152747,,20.0,607.8764999999999,140,"['0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.1061831142300736', ' 0.0364949989311590', ' 0.1837051815530881', ' 0.4145146672125550', ' 0.7664098992898036', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.9240779411289235', ' 1.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0962473830215481', ' 0.0191384831850348', ' 0.1832595887198002', ' 0.3851798768992388', ' 0.7790144672201202', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000']"
calcium,100,2,0,1,183,success,success,2058.9503,538,,4224.1343,,4225.2439,3.2618406,,18.0,663.1945999999998,180,"['0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000062657260', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.1048596136857178', ' 0.0350660575605926', ' 0.1695714408748010', ' 0.3888285109069197', ' 0.5769213503125760', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.8317599879629882', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.1006729161243237', ' 0.0221716686544543', ' 0.2144808842015052', ' 0.4092433570313343', ' 0.7824103433196244', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000']"
calcium,100,2,0,1,184,success,success,2060.6689,522,,4223.4159,,4224.4109,5.0320765,,24.0,370.7651000000001,95,"['0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0069815203789222', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0216176643741740', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.1057090906113499', ' 0.6129006478016040', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000015223097', ' 0.0000000081456716', ' 0.0000000164058985', ' 0.0000000164751100', ' 0.0000000080494483', ' 0.0000000012520404', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000049972467', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0628258190614327', ' 0.0220046391419118', ' 0.0861882265777075', ' 0.3136495209625688', ' 0.7630801001636057', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000']"
calcium,100,2,0,1,185,success,success,1667.9115,461,,4224.1778,,4225.3081,3.7713389,,22.0,478.95579999999995,138,"['0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0091672947816231', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.1149768183891709', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.4037198842033802', ' 1.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0997597006508735', ' 0.0210771632695687', ' 0.2067782039778681', ' 0.4031241309214821', ' 0.7816917153288118', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000']"
calcium,100,2,0,1,186,success,TimeLimit,2182.6551,693,,4224.2246,,,3.1309685,,,,,"['0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0024733209935333', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0494253731871858', ' 0.0000000000000000', ' 0.0413366426551263', ' 0.2586293767594259', ' 0.0000000048482003', ' 0.7319068903610836', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0955999197668973', ' 0.0201521824862899', ' 0.1813884800743700', ' 0.3839529838140530', ' 0.7788219055220371', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000']"
